Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t)
Molde - Nøisomhed;SN62290;16.02.2024 19:00;0;1,5;1,9;1,4;1,1;;;;;
Molde - Nøisomhed;SN62290;16.02.2024 20:00;0;1,6;1,9;1,3;-;;;;;
Molde - Nøisomhed;SN62290;16.02.2024 21:00;0;1,7;1,9;1,4;-;;;;;
Molde - Nøisomhed;SN62290;16.02.2024 22:00;0;2,3;2,3;1,4;-;;;;;
Molde - Nøisomhed;SN62290;16.02.2024 23:00;0,3;1,7;2,3;1,7;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 00:00;0,3;2,1;2,1;1,5;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 01:00;0,1;2,7;2,7;1,8;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 02:00;0,1;2,2;2,7;2,1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 03:00;0;2,9;2,9;2,1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 04:00;0;2,2;3;2,1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 05:00;0;1,2;2,1;1,2;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 06:00;0;1,4;1,5;1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 07:00;0;1,1;1,7;1,1;0,8;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 08:00;0;1,4;1,4;1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 09:00;0;1;1,4;0,9;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 10:00;0;1,8;1,9;1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 11:00;0;2,2;2,3;1,8;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 12:00;0;2,7;2,8;2,3;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 13:00;0;2,8;3;2,7;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 14:00;0;3;3,2;2,8;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 15:00;0;3,4;3,5;3;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 16:00;0;3,6;3,7;3,4;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 17:00;0;2,8;4;2,8;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 18:00;0;1,1;2,8;1,1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 19:00;0;-0,5;1,1;-0,9;0;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 20:00;0;-1,3;-0,5;-1,3;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 21:00;0;-0,8;-0,4;-1,4;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 22:00;0;-1,1;-0,8;-1,1;-;;;;;
Molde - Nøisomhed;SN62290;17.02.2024 23:00;0;-1,6;-1;-1,6;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 00:00;0;-2;-1,5;-2,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 01:00;0;-3,2;-1,9;-3,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 02:00;0;-3;-2;-3,4;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 03:00;0;-4,3;-2,8;-4,4;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 04:00;0;-4,4;-3,7;-4,7;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 05:00;0;-4,3;-4,1;-4,8;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 06:00;0;-2,9;-2,9;-4,9;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 07:00;0;-3,5;-2,7;-4,2;0;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 08:00;0;-2,9;-2,8;-4,3;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 09:00;0;-2,8;-2,6;-3,3;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 10:00;0;-1,5;-1,4;-2,9;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 11:00;0;-0,8;-0,6;-1,5;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 12:00;0;0,4;0,5;-0,8;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 13:00;0;1,4;1,5;0,3;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 14:00;0;1,4;1,6;1,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 15:00;0;1,7;1,8;1,4;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 16:00;0;1,4;1,7;1,4;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 17:00;0;0,6;1,4;0,6;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 18:00;0;0,2;0,6;0,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 19:00;0;-0,1;0,5;-0,1;0;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 20:00;0;-0,1;0,2;-0,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 21:00;0;0;0;-0,4;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 22:00;0;-1,2;0;-1,2;-;;;;;
Molde - Nøisomhed;SN62290;18.02.2024 23:00;0;-1,4;-1,1;-1,5;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 00:00;0;-1,8;-1,4;-1,8;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 01:00;0;-2,3;-1,8;-2,9;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 02:00;0;-2,6;-2,1;-2,7;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 03:00;0;-2,8;-2,4;-3,2;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 04:00;0;-3;-2,5;-3;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 05:00;0;-3,3;-2,6;-3,3;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 06:00;0;-4;-3,1;-4;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 07:00;0;-3,4;-3,2;-4,4;0;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 08:00;0;-3,9;-2,9;-3,9;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 09:00;0;-3,3;-3,3;-4;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 10:00;0;-2,4;-2,4;-3,3;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 11:00;0;-1,2;-1,2;-2,3;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 12:00;0;-0,1;0,2;-1,1;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 13:00;0;0,5;0,5;-0,1;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 14:00;0;1,2;1,2;0,5;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 15:00;0;1,4;1,5;1,3;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 16:00;0;2;2;1,4;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 17:00;0;2;2,1;1,9;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 18:00;0;2;2,1;1,7;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 19:00;0;1,6;2;1,6;0;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 20:00;0;1,6;1,8;1,5;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 21:00;0;2,1;2,1;1,6;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 22:00;0;2;2,3;1,9;-;;;;;
Molde - Nøisomhed;SN62290;19.02.2024 23:00;0,1;1,5;2,2;1,5;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 00:00;0,4;1,4;1,6;1,2;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 01:00;0;1,7;1,8;1,3;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 02:00;0;1,4;1,7;1,3;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 03:00;0;1,2;1,7;1,2;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 04:00;0;1,1;1,3;0,9;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 05:00;0;1,9;2;1;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 06:00;0;1,3;1,9;1,3;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 07:00;0;1,8;2;1,1;0,5;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 08:00;0;1,9;2,1;1,6;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 09:00;0;1,6;1,9;1,4;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 10:00;0;2,7;3;1,6;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 11:00;0;3,2;3,2;2,7;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 12:00;0;3,4;3,7;3,1;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 13:00;0;3,7;3,8;3,4;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 14:00;0;4,4;4,4;3,6;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 15:00;0;4,3;4,5;4,1;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 16:00;0;4,3;4,5;4,1;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 17:00;0;4;4,4;3,8;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 18:00;0,5;7;7,2;3,5;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 19:00;0,5;6,4;7,1;6,4;1;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 20:00;0,1;6,2;6,8;6,1;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 21:00;0;5,9;6,5;5,9;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 22:00;0;5,6;6,1;5,5;-;;;;;
Molde - Nøisomhed;SN62290;20.02.2024 23:00;0,1;4,9;5,6;4;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 00:00;0;3,9;5,5;3,9;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 01:00;0;2,9;4;2,5;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 02:00;0;4,7;4,8;1,6;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 03:00;0;3,3;4,6;2,7;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 04:00;0,1;2,6;3,4;2,4;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 05:00;0;2,9;3,2;2,5;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 06:00;0,4;3,8;3,8;2,8;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 07:00;0;2,9;4,3;2,9;0,7;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 08:00;0,3;2,7;3,3;2,7;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 09:00;0,1;2,7;2,7;2,2;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 10:00;0;3,6;3,6;2,7;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 11:00;0;3,5;3,7;3,3;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 12:00;0;4,7;4,9;3,4;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 13:00;0;4,4;4,8;4,1;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 14:00;0;4,8;5,3;4,5;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 15:00;0;5,5;5,5;4,5;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 16:00;0;4,9;5,6;4,9;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 17:00;0;4,6;5,2;4,6;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 18:00;0;4,6;4,9;4,4;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 19:00;0;4,7;4,8;3,9;0,4;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 20:00;0;4,6;5;4,2;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 21:00;0;5;5,3;4,4;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 22:00;0;5,2;6;4,3;-;;;;;
Molde - Nøisomhed;SN62290;21.02.2024 23:00;0;7,1;7,1;5,1;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 00:00;0;7,7;8,4;6,9;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 01:00;0;5,7;8,6;5,5;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 02:00;0;6,9;9,5;5,9;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 03:00;0;7,5;7,5;5,1;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 04:00;0,3;6,3;8,1;6,2;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 05:00;0;6,6;7,1;5,4;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 06:00;0;4,3;7,2;4,3;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 07:00;0;3,2;4,4;3,2;0,3;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 08:00;0;2;3,5;2;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 09:00;0;3,2;3,5;1,8;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 10:00;0;4,1;5,2;3,2;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 11:00;0;4,4;7;4,1;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 12:00;0;5,3;6,1;4,2;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 13:00;0;7,6;7,6;5;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 14:00;0;7,1;7,6;6,5;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 15:00;0;8,3;8,3;7,3;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 16:00;0;7,4;8,4;6,6;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 17:00;0;7,5;7,7;6,6;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 18:00;0;7,6;7,8;6,5;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 19:00;0;7,9;8;7,5;0;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 20:00;0;7;8,2;6,5;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 21:00;0;6,9;8;6,8;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 22:00;0;6,7;7,3;6,4;-;;;;;
Molde - Nøisomhed;SN62290;22.02.2024 23:00;0;8;8;6,2;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 00:00;0;6,9;8,3;6,9;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 01:00;0;7,3;7,8;6,7;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 02:00;0;7,1;8;7;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 03:00;0;7,5;7,7;5,8;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 04:00;0;6,9;7,6;6,2;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 05:00;0;7;7,2;6,1;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 06:00;0;5,1;6,8;5,1;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 07:00;0;4,1;5;3,9;0;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 08:00;0;5,3;5,5;3,7;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 09:00;0;5,9;6;5,2;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 10:00;0;6,4;6,6;5,8;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 11:00;0;6,3;6,7;6;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 12:00;0;7,3;7,3;5,9;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 13:00;0;6,2;7,2;5,9;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 14:00;0;6,6;7;6,1;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 15:00;0;6,6;6,9;6,1;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 16:00;0;5,8;6,8;5,5;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 17:00;0;4,9;5,7;4,9;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 18:00;0,8;4,2;4,9;4,1;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 19:00;1,5;3,9;4,4;3,9;2,3;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 20:00;5;3,2;3,9;2,7;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 21:00;4,6;3,4;3,4;2,4;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 22:00;0,5;4,1;4,4;3,5;-;;;;;
Molde - Nøisomhed;SN62290;23.02.2024 23:00;0;4,5;5,4;4,3;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 00:00;0,1;4,7;4,7;4,1;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 01:00;0;4,5;5,2;4,5;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 02:00;0,1;4,4;4,8;4,4;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 03:00;0;4,7;5;4,3;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 04:00;0;4;4,7;3,7;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 05:00;0;3,8;4,1;3,3;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 06:00;0;5;5,2;3,6;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 07:00;0;4,3;6,2;4,1;10,3;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 08:00;0;3,7;6,7;3,6;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 09:00;0;7,3;7,4;3,8;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 10:00;0;7,2;7,4;7,1;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 11:00;0;7,9;8;7;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 12:00;0;7,6;8,2;7,5;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 13:00;0;7,3;7,9;7,2;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 14:00;0;7,2;7,7;7,2;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 15:00;0;6,9;7,4;6,9;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 16:00;0;6,6;7,3;6,3;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 17:00;0;5,9;6,8;5,9;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 18:00;0;5,7;6,2;5,5;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 19:00;0;5,2;6;4,9;0;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 20:00;0;5,4;5,4;5;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 21:00;0;5;5,8;5;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 22:00;0;5,1;5,8;4,9;-;;;;;
Molde - Nøisomhed;SN62290;24.02.2024 23:00;0;5,4;6;4,8;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 00:00;0;5;5,3;4,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 01:00;0;4,2;5,1;4,1;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 02:00;0;4,6;4,7;4;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 03:00;0;5,1;5,2;4,6;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 04:00;0;5,4;5,5;5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 05:00;0;3,9;5,5;3,8;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 06:00;0;4,5;5;3,3;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 07:00;0;2,8;4,4;2,5;0;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 08:00;0;1,6;3,2;1,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 09:00;0;2,8;3,2;1,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 10:00;0;3,5;4;2,6;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 11:00;0;6,9;6,9;3,4;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 12:00;0;6,7;7;6,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 13:00;0;7;7,2;6,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 14:00;0;6,7;7,3;6,6;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 15:00;0;6,7;7;6,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 16:00;0;6,6;6,9;6,3;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 17:00;0;6,1;6,6;5,8;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 18:00;0;5,5;6,2;5,5;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 19:00;0;5,3;5,6;5,2;0;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 20:00;0;5,5;6,1;5,3;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 21:00;0;5,4;5,6;5,3;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 22:00;0;4,4;5,6;4,4;-;;;;;
Molde - Nøisomhed;SN62290;25.02.2024 23:00;0;3,7;4,4;3,6;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 00:00;0;3,5;4;3,5;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 01:00;0,2;3;3,5;2,9;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 02:00;0,8;2,3;3,1;2,2;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 03:00;0,6;2,3;2,5;2,3;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 04:00;0,3;2,5;2,5;2,1;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 05:00;0,3;2,6;2,6;2,3;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 06:00;0,4;2,6;2,7;2,6;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 07:00;0,1;2,6;2,8;2,5;2,7;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 08:00;0,1;2,6;2,7;2,5;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 09:00;0,1;2,3;2,6;2,3;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 10:00;0,2;2,6;2,6;2,1;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 11:00;0;3,3;3,4;2,6;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 12:00;0;3,7;3,8;3,3;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 13:00;0;3,5;4,6;3,5;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 14:00;0,1;3,4;3,9;3,2;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 15:00;0;3,8;4;3,4;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 16:00;0;4,1;4,2;3,8;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 17:00;0;3,7;4,3;3,7;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 18:00;0;2,5;3,7;2,5;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 19:00;0;2,2;2,7;2,2;0,5;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 20:00;0;2,1;2,3;2;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 21:00;0;0,9;2,1;0,8;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 22:00;0;0;0,9;-0,1;-;;;;;
Molde - Nøisomhed;SN62290;26.02.2024 23:00;0;0,7;0,7;-0,1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 00:00;0;0,4;0,8;0,2;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 01:00;0;0,1;0,6;0,1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 02:00;0;-0,8;0;-0,9;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 03:00;0;-0,5;-0,3;-1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 04:00;0;0,1;0,4;-0,8;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 05:00;0;-0,3;0;-0,7;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 06:00;0;0,5;0,5;-0,4;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 07:00;0;0,3;0,5;0,1;0;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 08:00;0;0,4;0,4;0,1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 09:00;0;1,1;1,2;0,4;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 10:00;0;1,6;1,9;1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 11:00;0;2,5;2,5;1,4;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 12:00;0;2,8;3,1;2,6;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 13:00;0;6,8;6,8;2,7;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 14:00;0;7,1;7,2;6,2;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 15:00;0;6,9;7,3;6,7;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 16:00;0;7,3;7,5;6,7;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 17:00;0;7,8;7,9;7,3;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 18:00;0;7,9;7,9;7,5;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 19:00;0;7,7;8;7,6;0;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 20:00;0;7,5;7,9;7,1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 21:00;0;7,3;7,6;7,1;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 22:00;0;7,3;7,7;7,3;-;;;;;
Molde - Nøisomhed;SN62290;27.02.2024 23:00;0;7,4;7,6;7;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 00:00;0;7,6;7,8;7,1;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 01:00;0;7,8;8,1;7,7;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 02:00;0;8,1;8,3;7,7;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 03:00;0;7,2;8,2;7,2;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 04:00;0;6,8;7,5;6,4;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 05:00;0,1;5;6,8;5;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 06:00;1,2;4,4;5,1;4,4;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 07:00;3,1;2,7;4,3;2,4;4,4;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 08:00;0;3;3,1;2,4;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 09:00;0;4;4;3,1;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 10:00;0;4,7;6;4;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 11:00;0;5,9;5,9;4,5;-;;;;;
Molde - Nøisomhed;SN62290;28.02.2024 12:00;0;6,9;7;5,8;-;;;;;
